"","case","iteration","p_HP","HP","p_DD","DD","p_PS1","PS1","p_PS2","PS2","greg"
"4247",5,247,0.406,0.552900241100425,0.256,0.555766393192424,0.782,0.90683607509664,0.772,0.684641046504428,0.966
"4248",5,248,0.634,0.927214122325704,0.726,0.928595502142592,0.854,0.929858885465328,0.872,0.972581959897181,0.818
"4249",5,249,0.064,0.0914706807646419,0.19,0.084692839141983,0.168,0.171512994426364,0.122,0.0912268649257399,0.128
"4250",5,250,0.152,0.403810890933885,0.144,0.404504671142633,0.512,0.193956044629348,0.516,0.248919963620012,0.428
"4251",5,251,0.464,0.470167255540074,0.108,0.472021900841513,0.86,0.960841018910445,0.866,0.667290361101986,0.944
"4252",5,252,0.564,0.690390154860794,0.494,0.693846630541696,0.846,0.453914800676725,0.802,0.422519776234547,0.784
"4253",5,253,0.382,0.272210646044474,0.0840000000000001,0.269790744071785,0.578,0.873222419641856,0.552,0.600697954377722,0.388
"4254",5,254,0.968,0.628066071520245,0.936,0.631423133304796,0.36,0.661905973826863,0.35,0.480216595105061,0.362
"4255",5,255,0.332,0.53513627716336,0.296,0.537826775328712,0.868,0.719937412628162,0.862,0.983347819215795,0.684
"4256",5,256,0.682,0.79420294656269,0.426,0.797218382261627,0.926,0.653976972285732,0.948,0.770055912913099,0.898
"4257",5,257,0.376,0.598705913644821,0.888,0.601919748684783,0.324,0.415848838765151,0.328,0.376977205730052,0.258
"4258",5,258,0.66,0.925238696014133,0.692,0.926652853182894,0.78,0.654007768536818,0.814,0.894187878703637,0.866
"4259",5,259,0.198,0.3703530735293,0.246,0.370349491553246,0.726,0.586140804066699,0.66,0.628388137747382,0.756
"4260",5,260,0.804,0.623194292278625,0.548,0.62653188017736,0.55,0.631328746683836,0.51,0.747414406334687,0.524
"4261",5,261,0.602,0.902545544140248,0.624,0.904318117831986,0.964,0.744473981034823,0.946,0.978681865669849,0.874
"4262",5,262,0.812,0.58442387643252,0.594,0.587545573337546,0.43,0.295340548864295,0.434,0.610551606905251,0.456
"4263",5,263,0.93,0.294080957894096,0.758,0.292240053532594,0.0980000000000001,0.0690930052519307,0.114,0.270544149280577,0.114
"4264",5,264,0.926,0.735315558618479,0.962,0.738673156885932,0.364,0.88748780539444,0.416,0.734973187794959,0.466
"4265",5,265,0.362,0.531226619713014,0.136,0.533875397469012,0.83,0.789915396735123,0.818,0.524971544703797,0.966
"4266",5,266,0.526,0.240433986124936,0.19,0.237145782644144,0.184,0.472740871243945,0.166,0.337754631221474,0.294
"4267",5,267,0.562,0.83073694043892,0.856,0.833420957149903,0.522,0.831952166990549,0.53,0.731246094012608,0.44
"4268",5,268,0.476,0.403039100745028,0.514,0.403717614636066,0.296,0.738615344969836,0.302,0.531464642706249,0.3
"4269",5,269,0.554,0.597784303222285,0.34,0.600992637058143,0.752,0.886097553897024,0.696,0.883322107487607,0.77
"4270",5,270,0.268,0.317791299434411,0.102,0.31655472037208,0.694,0.759939941566759,0.686,0.602028698968763,0.872
"4271",5,271,0.118,0.389098241696932,0.184,0.389494256237165,0.488,0.308204818247648,0.476,0.10330220960458,0.93
"4272",5,272,0.17,0.500828833449498,0.384,0.503115654722308,0.538,0.161397697810215,0.616,0.802445104281794,0.684
"4273",5,273,0.42,0.381920322604957,0.79,0.382165961700134,0.156,0.392172074017117,0.168,0.411601271473922,0.184
"4274",5,274,0.756,0.596650511212684,0.64,0.599851993235184,0.356,0.709941462394486,0.328,0.435005514229412,0.398
"4275",5,275,0.916,0.520123455878405,0.364,0.522647736929957,0.63,0.0763579148950048,0.536,0.139215066675451,0.546
"4276",5,276,0.526,0.0405410296097194,0.038,0.0342902397798892,0.0600000000000001,0.161712468504831,0.034,0.146784444663714,0.032
"4277",5,277,0.154,0.230391983709108,0.972,0.226825340103423,0.07,0.0165911407869217,0.072,0.188813331251936,0.074
"4278",5,278,0.562,0.766193609069792,0.59,0.769401592713189,0.59,0.824339412590404,0.548,0.787380536125579,0.638
"4279",5,279,0.71,0.209664323931976,0.162,0.205521954887961,0.118,0.0897507873025285,0.102,0.290823679405371,0.13
"4280",5,280,0.816,0.556279787224272,0.764,0.559176774284008,0.29,0.626770128294096,0.31,0.451317095254945,0.29
"4281",5,281,0.854,0.0890342891541159,0.262,0.0822362184681212,0.034,0.0521132055708695,0.026,0.0774211477726694,0.036
"4282",5,282,0.356,0.58743709102821,0.334,0.590579453141408,0.674,0.496749484743033,0.642,0.926289701988272,0.654
"4283",5,283,0.372,0.0465453656840773,0.62,0.0400791043097766,0.016,0.0890472678203325,0.012,0.0442223368043186,0.012
"4284",5,284,0.596,0.534554364421249,0.302,0.537238722834929,0.824,0.69182220830972,0.782,0.962390883197528,0.844
"4285",5,285,0.774,0.95800136582288,0.778,0.9588395170204,0.942,0.943639273050326,0.978,0.999830859025981,0.998
"4286",5,286,0.934,0.662331891493899,0.578,0.665777874685834,0.564,0.496540376561768,0.586,0.824199404075577,0.618
"4287",5,287,0.098,0.342743021074775,0.204,0.342111461700685,0.258,0.0690537854623111,0.254,0.0141938233478376,0.538
"4288",5,288,0.588,0.781910371761687,0.39,0.785016930175236,0.75,0.93249721549434,0.758,0.38458161732663,0.852
"4289",5,289,0.928,0.910993794085937,0.868,0.912636840358562,0.66,0.681868296558265,0.636,0.914472911075288,0.64
"4290",5,290,0.602,0.673003180291508,0.472,0.67645974063185,0.588,0.884730973034244,0.554,0.661090492684746,0.586
"4291",5,291,0.53,0.83369068484802,0.572,0.836343971454483,0.642,0.58805584590158,0.656,0.49059196059937,0.566
"4292",5,292,0.572,0.208483316878095,0.246,0.204308235480806,0.176,0.46494492282762,0.182,0.344114161647352,0.176
"4293",5,293,0.858,0.078375991037668,0.024,0.0715262566293791,0.312,0.810491719854562,0.336,0.573837344952212,0.25
"4294",5,294,0.788,0.632146987452317,0.518,0.635519050035261,0.428,0.219138849879201,0.438,0.558854208401152,0.348
"4295",5,295,0.218,0.549865205036675,0.23,0.552702961610231,0.968,0.264865998157882,0.956,0.734450482435834,0.896
"4296",5,296,0.862,0.65218392349146,0.782,0.655612322400722,0.396,0.154768039468514,0.386,0.468779607234779,0.414
"4297",5,297,0.508,0.474795909453426,0.358,0.476720083476285,0.366,0.491850402685194,0.33,0.527730301551672,0.35
"4298",5,298,0.376,0.143902660837184,0.128,0.138038664364243,0.108,0.265253794551696,0.124,0.28510572529248,0.0780000000000001
"4299",5,299,0.982,0.686662054262402,0.914,0.690120351637434,0.416,0.525669127532764,0.372,0.647490543468528,0.442
"4300",5,300,0.366,0.466893649773831,0.22,0.468698205648266,0.558,0.632434584628508,0.526,0.503240909022172,0.592
"4301",5,301,0.874,0.904813248304038,0.788,0.906551509934013,0.686,0.756964677281799,0.726,0.732442757860437,0.692
"4302",5,302,0.166,0.301960029298939,0.068,0.300322871968785,0.774,0.693513190158673,0.752,0.937000062709525,0.694
"4303",5,303,0.444,0.688212291176354,0.392,0.691669950447249,0.956,0.835717110331804,0.98,0.860583701289557,0.984
"4304",5,304,0.522,0.721559040517737,0.86,0.724961949702039,0.454,0.447210873320346,0.474,0.715484825556181,0.478
"4305",5,305,0.064,0.247302611511736,0.054,0.244204067726327,0.662,0.228934105490048,0.648,0.0576931872862234,0.734
"4306",5,306,0.544,0.755757084328521,0.45,0.759023022361681,0.808,0.958095585932632,0.776,0.968520175819281,0.956
"4307",5,307,0.43,0.517417976309168,0.366,0.519910575078812,0.436,0.606488548693372,0.42,0.738976957444198,0.37
"4308",5,308,0.668,0.926616434513887,0.658,0.928007758055799,0.888,0.971511704475091,0.888,0.978118575855822,0.89
"4309",5,309,0.504,0.158240137146185,0.986,0.152722873446861,0.03,0.1050460337785,0.026,0.0833621545345853,0.022
"4310",5,310,0.696,0.68315053344707,0.73,0.686609647171549,0.426,0.601862699837921,0.43,0.702185513059293,0.402
"4311",5,311,0.036,0.173741157201282,0.588,0.1686224987304,0.06,0.0140299685305874,0.068,0.182622526523895,0.198
"4312",5,312,0.714,0.795206251101242,0.69,0.798213794195833,0.626,0.796674120774365,0.662,0.846075762929409,0.674
"4313",5,313,0.012,0.0425215842348412,0.002,0.0361925417905062,0.24,0.0108305657368933,0.288,0.264539401679588,0.298
"4314",5,314,0.99,0.361044732549736,0.678,0.360834553560275,0.204,0.618046045470783,0.198,0.410176279154986,0.132
"4315",5,315,0.748,0.91280056905917,0.726,0.914415311873678,0.734,0.971584423514706,0.75,0.963419010372351,0.838
"4316",5,316,0.55,0.384242529707666,0.1,0.384537180209129,0.852,0.909739161774225,0.858,0.880398427749381,0.72
"4317",5,317,0.012,0.00311009496695271,0.166,0.00152753901425584,0.012,9.12899429050817e-07,0.018,3.36027388581073e-07,0.012
"4318",5,318,0.35,0.510738595688619,0.77,0.513150719883981,0.262,0.547246459048814,0.272,0.552443510980532,0.26
"4319",5,319,0.988,0.921102212871692,0.954,0.9225841886546,0.624,0.902946956904274,0.668,0.925781777118656,0.714
"4320",5,320,0.212,0.352817724118988,0.218,0.352420571750768,0.472,0.604055464333338,0.566,0.660079041669996,0.416
"4321",5,321,0.732,0.879340561085397,0.66,0.881444922229324,0.788,0.772705114243352,0.816,0.891377224916433,0.818
"4322",5,322,0.75,0.628773177890036,0.442,0.632132924509997,0.438,0.824636147286502,0.44,0.724425750581984,0.5
"4323",5,323,0.032,0.137710818219302,0.184,0.131705749088108,0.496,0.00916399990666616,0.516,0.699494255435495,0.786
"4324",5,324,0.006,0.000507779915071027,0.064,0.00012785028711626,0.002,4.04385951169317e-06,0.002,8.35197263622245e-05,0.002
"4325",5,325,0.372,0.63059782051275,0.32,0.633964329358055,0.696,0.556954520111838,0.674,0.882026075394885,0.6
"4326",5,326,0.532,0.755312474242262,0.468,0.758580714126859,0.712,0.871781017019652,0.818,0.929738115107133,0.762
"4327",5,327,0.992,0.659352589426978,0.956,0.662794171798038,0.388,0.821244569096438,0.352,0.670453281674661,0.35
"4328",5,328,0.144,0.00808739985222578,0,0.00511059846447837,0.422,0.628073035443283,0.412,0.749009922843685,0.468
"4329",5,329,0.262,0.662186915197555,0.398,0.66563269888241,0.798,0.256993555853106,0.858,0.2530858486548,0.964
"4330",5,330,0.558,0.407917035512056,0.75,0.408691371776992,0.178,0.597058293945195,0.15,0.353435882124947,0.148
"4331",5,331,0.512,0.631657629647238,0.422,0.635027956498191,0.634,0.402843952863941,0.654,0.876599314444953,0.658
"4332",5,332,0.52,0.502119646014329,0.548,0.504423188108409,0.298,0.481374418782275,0.362,0.56210919555237,0.302
"4333",5,333,0.88,0.981412965232379,0.84,0.981797613316811,0.944,0.760837803325864,0.956,0.972362365983842,0.926
"4334",5,334,0.574,0.242731946006275,0.924,0.239507282438869,0.106,0.383782338548619,0.122,0.195009004227469,0.126
"4335",5,335,0.382,0.619539707042293,0.172,0.622861566836032,0.92,0.888966566838637,0.938,0.997626046184579,0.936
"4336",5,336,0.518,0.579163250827676,0.47,0.582247296928922,0.498,0.616023467216271,0.462,0.465549309659254,0.804
"4337",5,337,0.16,0.0874192826762892,0.69,0.0806094065064095,0.046,0.0239167239907923,0.034,0.0839545709524359,0.032
"4338",5,338,0.91,0.974054928512423,0.778,0.974585844867607,0.93,0.774890288717603,0.938,0.864452410121194,0.902
"4339",5,339,0.96,0.985566396605195,0.746,0.985866973435281,0.918,0.996347262156823,0.858,0.831156846439006,0.878
"4340",5,340,0.05,0.10219562312189,0.63,0.0955377568609246,0.02,0.000370136724991754,0.024,0.0923182769197911,0.062
"4341",5,341,0.292,0.498668958200685,0.23,0.500927533899287,0.636,0.33649673968757,0.61,0.177501489067779,0.404
"4342",5,342,0.334,0.464668636032656,0.132,0.466438714894752,0.434,0.501340701302631,0.346,0.243841564313896,0.568
"4343",5,343,0.054,0.0915574801321516,0.458,0.0847804111635115,0.028,0.0272495684843491,0.038,0.100900560466444,0.0640000000000001
"4344",5,344,0.96,0.331123134857231,0.622,0.330214030314521,0.198,0.0937594107687505,0.162,0.106270134179273,0.16
"4345",5,345,0.378,0.602740475799909,0.66,0.605977672431429,0.392,0.138293783274327,0.392,0.631714070002908,0.6
"4346",5,346,0.646,0.943743935921747,0.73,0.944841201283719,0.904,0.391977367743292,0.87,0.813979629308836,0.88
"4347",5,347,0.852,0.589881267666041,0.852,0.593039910675471,0.33,0.709705554405929,0.314,0.590986024707984,0.288
"4348",5,348,0.278,0.506315627586734,0.362,0.508672697336887,0.678,0.718329274307693,0.656,0.397044992195055,0.648
"4349",5,349,0.0880000000000001,0.115000249973798,0.0740000000000001,0.108540093602867,0.41,0.360667879263504,0.402,0.401493279377429,0.514
"4350",5,350,0.058,0.0608043902114498,0.02,0.0540395966054101,0.522,0.252399775778431,0.544,0.337092624260909,0.822
"4351",5,351,0.478,0.464182164903861,0.29,0.465944659273391,0.544,0.785686979570334,0.598,0.833145691246571,0.548
"4352",5,352,0.094,0.330409256162091,0.16,0.329482856602841,0.9,0.309606867017183,0.9,0.117041722275629,0.712
"4353",5,353,0.62,0.213147125897997,0.794,0.209101331909207,0.0820000000000001,0.215125292139575,0.0980000000000001,0.192109395039283,0.0920000000000001
"4354",5,354,0.748,0.743280933776787,0.69,0.746606265107447,0.412,0.874433081063577,0.452,0.496357231458673,0.482
"4355",5,355,0.0680000000000001,0.119159252562894,0.036,0.112773676487794,0.816,0.341612414076702,0.862,0.688280173248548,0.772
"4356",5,356,0.846,0.835593441709402,0.756,0.838226622422109,0.676,0.628363150128876,0.668,0.722212018783239,0.688
"4357",5,357,0.484,0.890351226827204,0.742,0.892302554133453,0.666,0.605916646759082,0.696,0.714335002390208,0.696
"4358",5,358,0.898,0.351202442645762,0.416,0.350768106713308,0.238,0.630943907320089,0.324,0.243086430323772,0.324
"4359",5,359,0.498,0.713937096121765,0.45,0.717359411778934,0.786,0.69405586765283,0.792,0.70778334164289,0.786
"4360",5,360,0.164,0.613135669132792,0.316,0.616427651380653,0.932,0.415256725317851,0.956,0.743977361693237,0.67
"4361",5,361,0.878,0.870657760636244,0.92,0.872877175110964,0.568,0.0644731460071197,0.608,0.39638566437995,0.564
"4362",5,362,0.896,0.370178604036307,0.122,0.370171198843327,0.432,0.551649234313193,0.378,0.440347911909571,0.382
"4363",5,363,0.12,0.295035203504602,0.254,0.293219121695731,0.35,1.12007093631128e-05,0.332,0.00555754661955388,0.524
"4364",5,364,0.502,0.871456810662515,0.668,0.873665844976954,0.876,0.440305201057455,0.846,0.868436358547618,0.878
"4365",5,365,0.324,0.238734967019685,0.54,0.235399735086131,0.13,0.110039105701943,0.116,0.248701546835093,0.14
"4366",5,366,0.174,0.359097248438655,0.108,0.358843176488469,0.84,0.416271137734566,0.896,0.953375295891195,0.652
"4367",5,367,0.618,0.524377454914037,0.6,0.526950485437079,0.258,0.701173822825847,0.268,0.539884442960109,0.286
"4368",5,368,0.838,0.416251954124951,0.552,0.417186342928307,0.204,0.695554872753763,0.232,0.492267956970847,0.222
"4369",5,369,0.406,0.642115823565222,0.102,0.645519507596481,0.738,0.688770719569983,0.716,0.35898434608891,0.722
"4370",5,370,0.384,0.496091394532239,0.454,0.498315824944826,0.364,0.00951475733730178,0.366,0.655156547539842,0.304
"4371",5,371,0.74,0.931323396050801,0.638,0.932635786549498,0.742,0.515289011582613,0.834,0.95749482006641,0.838
"4372",5,372,0.016,0.0703404589148281,0.414,0.0634989395141086,0.0860000000000001,0.00539688152840934,0.0820000000000001,0.00300070373042671,0.028
"4373",5,373,0.044,0.0119688520967445,0.736,0.00823928101575389,0.002,5.5319039360846e-05,0.002,1.33951445945302e-05,0.004
"4374",5,374,0.538,0.250756763716995,0.302,0.247753267106929,0.17,0.344248879374916,0.15,0.306423297492017,0.096
"4375",5,375,0.704,0.292969159161164,0.384,0.29109928421444,0.246,0.720284688855202,0.274,0.427487327530032,0.306
"4376",5,376,0.372,0.310827035017269,0.852,0.309415744414222,0.106,0.259484124678871,0.0880000000000001,0.162901240461541,0.0980000000000001
"4377",5,377,0.476,0.267632750503927,0.604,0.265089446799641,0.166,0.499279944136925,0.132,0.372386296017089,0.122
"4378",5,378,0.556,0.531020884575722,0.618,0.533667436347123,0.31,0.768097787991821,0.244,0.506765396519069,0.326
"4379",5,379,0.516,0.677470540716719,0.518,0.680929125312966,0.68,0.870213902498735,0.606,0.695112762189021,0.556
"4380",5,380,0.198,0.2897766224874,0.078,0.28782326595473,0.96,0.422623772359487,0.97,0.761010469375173,0.776
"4381",5,381,0.758,0.0284860929271617,0.364,0.0229060180678566,0.01,0.0598908185543281,0.014,0.0314826222054849,0.01
"4382",5,382,0.188,0.430063061983804,0.246,0.43125232100123,0.582,0.0759590601174078,0.532,0.449334764855755,0.604
"4383",5,383,0.876,0.640297514632257,0.452,0.643695961915277,0.506,0.615758985777559,0.462,0.716317367752383,0.434
"4384",5,384,0.872,0.90710291478167,0.842,0.908806192303621,0.692,0.925955257878474,0.688,0.825277816697036,0.688
"4385",5,385,0.996,0.739097431874329,0.732,0.742440260493179,0.458,0.872500450259289,0.47,0.617093081398616,0.482
"4386",5,386,0.844,0.823475785192441,0.72,0.826232852750441,0.744,0.422099078379459,0.792,0.943029732426381,0.772
"4387",5,387,0.122,0.41051906244371,0.484,0.411343864603966,0.266,0.13945891589937,0.264,0.497773062735541,0.47
"4388",5,388,0.74,0.472067226072772,0.654,0.473950595163266,0.212,0.456013384542489,0.208,0.505166843070282,0.25
"4389",5,389,0.466,0.859185218078321,0.614,0.86154901026799,0.842,0.0197048910732012,0.798,0.573512374625762,0.86
"4390",5,390,0.21,0.267463297580798,0.346,0.264915413145012,0.21,0.316678885482155,0.204,0.370913670141797,0.16
"4391",5,391,0.768,0.931969096501792,0.664,0.933270547660621,0.954,0.835609873388125,0.966,0.991316694427355,0.9
"4392",5,392,0.034,0.0104230145817461,0.376,0.00696957811384524,0.00800000000000001,3.56000039695159e-05,0.01,4.53755339768769e-06,0.046
"4393",5,393,0.56,0.90263974784424,0.998,0.904410902834063,0.55,0.932135883744847,0.614,0.840637706197233,0.45
"4394",5,394,0.412,0.36096000608624,0.314,0.360747922282122,0.294,0.568338260747667,0.284,0.541758184019238,0.318
"4395",5,395,0.926,0.978224536649416,0.896,0.978672985893133,0.746,0.867333623650085,0.826,0.961827733698663,0.802
"4396",5,396,0.812,0.882738821408038,0.506,0.884796800895911,0.858,0.397273867152673,0.812,0.812876007085649,0.712
"4397",5,397,0.158,0.10058694172531,0.0920000000000001,0.0939081395162202,0.128,0.337478202797046,0.138,0.184072547988007,0.0880000000000001
"4398",5,398,0.826,0.909250723844332,0.99,0.910920874706395,0.628,0.429987097914045,0.692,0.616904497281366,0.686
"4399",5,399,0.114,0.00888206557205775,0.162,0.00573400782277711,0.122,0.263828178433764,0.154,0.0984077150790341,0.152
"4400",5,400,0.79,0.40818751027708,0.736,0.40896711341913,0.164,0.404918266049072,0.178,0.412915786827219,0.154
"4401",5,401,0.116,0.0423348381374999,0.328,0.0360128567223594,0.03,2.00284756551872e-05,0.052,3.22227136460018e-05,0.05
"4402",5,402,0.326,0.305904246590837,0.172,0.304368020320147,0.294,0.173994572422079,0.252,0.0386624211090913,0.306
"4403",5,403,0,0.014375272189077,0.02,0.0102652348919643,0.012,0.00315416199111929,0.022,0.0621026117747931,0.048
"4404",5,404,0.19,0.0734463234450557,0.178,0.0665961727560733,0.126,0.180050515471508,0.0960000000000001,0.279436688593978,0.106
"4405",5,405,0.542,0.0992986559743059,0.466,0.092603791895541,0.036,0.0917343724090598,0.034,0.115533087894563,0.03
"4406",5,406,0.77,0.969883040087653,0.98,0.970495369200063,0.88,0.601066910044114,0.876,0.897964504459053,0.994
"4407",5,407,0.648,0.832267510683827,0.558,0.834935676795099,0.764,0.952184771041154,0.798,0.851476884996257,0.726
"4408",5,408,0.97,0.92174693053257,0.882,0.923218408750616,0.768,0.907478106511167,0.752,0.937403609919644,0.756
"4409",5,409,0.87,0.923259474514169,0.966,0.924706219402274,0.718,0.917245752578528,0.694,0.888161869584957,0.61
"4410",5,410,0.664,0.835565533163988,0.742,0.838199010532754,0.646,0.829537231830973,0.714,0.878327436245641,0.834
"4411",5,411,0.322,0.242873189591414,0.892,0.239652428799628,0.11,0.323585342742321,0.084,0.225052258270985,0.076
"4412",5,412,0.646,0.341441530373846,0.658,0.340779261843312,0.148,0.502543615699793,0.144,0.363364261914563,0.128
"4413",5,413,0.578,0.22220048775689,0.63,0.218406196723801,0.102,0.424734477855288,0.0820000000000001,0.251928745015186,0.14
"4414",5,414,0.776,0.850475032572057,0.826,0.852942606127535,0.574,0.76937088821741,0.648,0.849698314091924,0.674
"4415",5,415,0.534,0.854844820740285,0.67,0.857260959239315,0.936,0.736025703570155,0.956,0.991339201465078,0.77
"4416",5,416,0.484,0.750266441027311,0.352,0.753559846681259,0.894,0.618984646499256,0.882,0.366715690070174,0.972
"4417",5,417,0.092,0.0218858298376797,0.02,0.016867233447785,0.388,0.294618863448917,0.338,0.316181415166782,0.25
"4418",5,418,0.87,0.77669904453414,0.612,0.779841112929987,0.534,0.917511007916255,0.566,0.61871029546917,0.542
"4419",5,419,0.958,0.999991878504422,0.99,0.999992051300137,0.976,0.947987449191195,0.926,0.98408422623097,0.926
"4420",5,420,0.78,0.853662432617832,0.684,0.85609261396498,0.776,0.947523310590644,0.75,0.746369437047774,0.838
"4421",5,421,0.77,0.262450640968493,0.608,0.259766855710203,0.14,0.113722304749241,0.11,0.11595274661091,0.106
"4422",5,422,0.492,0.704958334633419,0.33,0.708398281142566,0.83,0.988882909707461,0.804,0.951104646795435,0.648
"4423",5,423,0.518,0.718006485095961,0.464,0.721418946113204,0.792,0.930364657170951,0.834,0.777756702266902,0.798
"4424",5,424,0.376,0.196734197312367,0.872,0.192235162495134,0.0980000000000001,0.26127295862586,0.0780000000000001,0.176060558585207,0.0740000000000001
"4425",5,425,0.474,0.590651377980732,0.248,0.593815061387239,0.818,0.91026144874544,0.802,0.578476275736042,0.884
"4426",5,426,0.02,0.0492137152475144,0.00800000000000001,0.0426709695772999,0.72,0.34075527968618,0.742,0.47558311938493,0.996
"4427",5,427,0.594,0.277367329179921,0.818,0.275085580635774,0.11,0.23719759801079,0.114,0.246491060527878,0.124
"4428",5,428,0.936,0.983118350642377,0.878,0.983468610705071,0.934,0.726234818019082,0.946,0.987847782196371,0.9
"4429",5,429,0.156,0.547744821578667,0.166,0.550562344869416,0.896,0.421673574370436,0.832,0.334474030995523,0.928
"4430",5,430,0.506,0.690659560110103,0.314,0.694115866071427,0.79,0.778740670156593,0.854,0.81766186005508,0.86
"4431",5,431,0.112,0.0864922675774585,0.02,0.0796762155832307,0.758,0.677886381578291,0.792,0.953821410370314,0.444
"4432",5,432,0.034,0.0279596908483161,0.272,0.0224182843940334,0.024,9.33406529846081e-08,0.028,3.49347848493942e-06,0.028
"4433",5,433,0.994,0.959914902591566,0.898,0.960717290932824,0.812,0.862789845619952,0.71,0.81995779616969,0.75
"4434",5,434,0.23,0.532764793842495,0.35,0.5354301173094,0.398,0.342078924116269,0.414,0.205079537542529,0.604
"4435",5,435,0.69,0.60871222151517,0.736,0.611981842575024,0.326,0.532367790729748,0.36,0.438862810296469,0.31
"4436",5,436,0.318,0.345206972097972,0.23,0.344633285073756,0.456,0.444064084466591,0.476,0.737735483182303,0.746
"4437",5,437,0.378,0.437212591724374,0.308,0.438528664201427,0.33,0.266179619640983,0.358,0.646531918588487,0.324
"4438",5,438,0.296,0.463713649163465,0.398,0.465468823207369,0.936,0.553979402325896,0.81,0.358245396096879,0.766
"4439",5,439,0.266,0.587593077466262,0.284,0.590736491509578,0.622,0.546294547855683,0.652,0.86575905613721,0.662
"4440",5,440,0.616,0.68055153562974,0.428,0.684010691094257,0.49,0.584549820086177,0.526,0.646556325008901,0.508
"4441",5,441,0.724,0.299153550651825,0.042,0.297444138894296,0.428,0.782912817819428,0.406,0.630168088140285,0.43
"4442",5,442,0.936,0.817737818450218,0.904,0.820550100796389,0.55,0.923211099574142,0.538,0.605233327004358,0.49
"4443",5,443,0.122,0.0722005928579626,0.0580000000000001,0.0653530340120403,0.966,0.412816241332133,0.93,0.661584457308286,0.886
"4444",5,444,0.352,0.733450833464697,0.304,0.736815347512454,0.868,0.853132979071329,0.904,0.979667422702834,0.882
"4445",5,445,0.462,0.746773403991698,0.534,0.750083196992081,0.886,0.593216227908208,0.954,0.847964313573156,0.882
"4446",5,446,0.374,0.414498696824891,0.356,0.415399805975941,0.328,0.593776236299036,0.324,0.441637249216343,0.51
"4447",5,447,0.12,0.324546791329021,0.898,0.323477323438272,0.176,0.11288921122155,0.2,0.0821264147911229,0.294
"4448",5,448,0.846,0.65339062761355,0.396,0.656821502462651,0.504,0.599037069310668,0.434,0.757479517584936,0.552
"4449",5,449,0.978,0.141674789359551,0.634,0.135759352613281,0.08,0.156970250933211,0.07,0.121597763525716,0.086
"4450",5,450,0.184,0.446171616321436,0.5,0.447641613163804,0.288,0.329300147051779,0.308,0.520343583106743,0.378
"4451",5,451,0.888,0.968205568717939,0.812,0.968850322567104,0.804,0.780598266617083,0.776,0.439612218508296,0.83
"4452",5,452,0.822,0.653373230456603,0.936,0.656804070348543,0.364,0.802869675983525,0.362,0.555278826822302,0.4
"4453",5,453,0.194,0.00606276663953192,0.71,0.00357449359735096,0.006,0.000758221148099869,0.002,0.00281204605985585,0.006
"4454",5,454,0.638,0.824038542917469,0.586,0.826790075697076,0.708,0.70996941888702,0.734,0.375582535417468,0.762
"4455",5,455,0.412,0.22275675394354,0.376,0.218977925796334,0.104,0.260391675594686,0.0780000000000001,0.273853581651402,0.0600000000000001
"4456",5,456,0.478,0.153303922326804,0.714,0.147664488338761,0.0680000000000001,0.160911969699244,0.0740000000000001,0.12865245400687,0.0880000000000001
"4457",5,457,0.904,0.829886967150227,0.698,0.83257971824052,0.598,0.912441062394424,0.6,0.564992878392836,0.53
"4458",5,458,0.002,0.0311596811191539,0.044,0.025397094727857,0.406,1.64964689773894e-05,0.434,0.303944217082389,0.404
"4459",5,459,0.434,0.65683137757205,0.338,0.660268741399064,0.71,0.981592349289113,0.748,0.927369081493695,0.69
"4460",5,460,0.382,0.663588162016046,0.296,0.667035811303382,0.646,0.778237614635434,0.67,0.889518483983349,0.506
"4461",5,461,0.016,0.0111065519858431,0.0660000000000001,0.00752759577210682,0.094,0.0133439906501572,0.082,0.0433018352160781,0.056
"4462",5,462,0.914,0.364558263019673,0.816,0.364426690556623,0.114,0.441275716836671,0.118,0.365291101364748,0.148
"4463",5,463,0.708,0.906850576727147,0.526,0.908557726482325,0.832,0.795413025610912,0.84,0.961115641334576,0.776
"4464",5,464,0.708,0.404078330537599,0.52,0.404777391596759,0.286,0.560160143502126,0.276,0.444275335631883,0.322
"4465",5,465,0.696,0.479952290217292,0.976,0.481952130567185,0.26,0.0252011426359114,0.264,0.386709582943724,0.268
"4466",5,466,0.38,0.293128908960018,0.584,0.291263199946445,0.144,0.186160486118268,0.146,0.227532968331741,0.142
"4467",5,467,0.972,0.990356922099233,0.95,0.990559185271518,0.926,0.599621817573011,0.95,0.813597159234014,0.862
"4468",5,468,0.744,0.871624130959859,0.746,0.873830986338671,0.682,0.846024490612592,0.678,0.855834058304852,0.714
"4469",5,469,0.956,0.791865226202024,0.622,0.794898785610952,0.558,0.779847723122758,0.61,0.662953306148032,0.566
"4470",5,470,0.434,0.361729375583735,0.308,0.361534572718379,0.376,0.60707973576848,0.36,0.290485304764125,0.422
"4471",5,471,0.974,0.387343673961608,0.654,0.387703236728179,0.192,0.595939345467504,0.184,0.332939640902173,0.168
"4472",5,472,0.218,0.452847203986518,0.262,0.454428264360111,0.474,0.507688408306891,0.484,0.659961947144977,0.426
"4473",5,473,0.038,0.116804407038203,0.05,0.110376044303604,0.96,0.22871469277425,0.922,0.106599213959471,0.448
